sy_name,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens
"Kepler-100",1.05,0.100,"[Fe/H]",,4.12,,0.6339
"Kepler-1367",0.62,-0.060,"[Fe/H]",,4.68,3.890,
"Kepler-656",1.04,0.440,"[Fe/H]",,4.50,,1.7836
"Kepler-1962",0.93,-0.280,"[Fe/H]",,4.47,,1.4000
"Kepler-856",1.01,0.210,"[Fe/H]",,4.55,,1.7933
"HD 102956",1.68,0.190,"[Fe/H]",1.064,3.50,2.300,
"TOI-2193",0.54,-0.069,"[Fe/H]",,4.75,7.200,
"Kepler-33",1.10,0.000,"[Fe/H]",,4.02,,0.4008
"GJ 849",0.49,0.220,"[Fe/H]",,,,
"KOI-1783",1.03,-0.300,"[Fe/H]",,4.49,,0.8821
"Kepler-308",0.92,-0.040,"[Fe/H]",,4.51,4.170,
"Kepler-352",0.84,-0.160,"[Fe/H]",,4.60,,3.6859
"Kepler-1088",,-0.122,"[Fe/H]",,4.28,,
"Kepler-929",1.01,-0.040,"[Fe/H]",,4.42,3.470,
"Kepler-347",1.07,-0.060,"[Fe/H]",,4.47,,1.3073
"Kepler-1288",1.44,-0.080,"[Fe/H]",,3.90,,0.4463
"Kepler-1406",0.96,-0.260,"[Fe/H]",,4.34,,3.5238
"Kepler-1677",1.17,0.070,"[Fe/H]",,4.43,,0.1746
"Kepler-1487",1.03,-0.500,"[Fe/H]",,4.49,,0.5816
"Kepler-313",0.96,-0.120,"[Fe/H]",,4.36,,0.9406
"Kepler-1468",1.02,-0.060,"[Fe/H]",,4.47,,0.5782
"Kepler-822",0.90,-0.240,"[Fe/H]",,4.43,,1.2226
"Kepler-373",0.90,-0.280,"[Fe/H]",,4.54,,5.2669
"Kepler-43",1.27,0.400,"[Fe/H]",,4.26,2.300,0.6900
"Kepler-271",0.82,-0.200,"[Fe/H]",,4.45,,2.2322
"Kepler-1859",1.09,0.160,"[Fe/H]",,4.29,,1.1002
"HD 196050",1.15,0.229,"[Fe/H]",,4.27,,
"Kepler-1608",0.75,-0.240,"[Fe/H]",,4.61,5.130,
"Kepler-1843",0.93,-0.200,"[Fe/H]",,3.96,,0.3686
"Kepler-331",0.54,-0.860,"[Fe/H]",,4.73,,6.7235
"Kepler-1931",1.12,-0.280,"[Fe/H]",,4.19,,0.0452
"Kepler-228",1.05,-0.080,"[Fe/H]",,4.49,,1.5506
"Kepler-215",0.81,-0.380,"[Fe/H]",,4.34,,1.4572
"Kepler-664",1.09,0.070,"[Fe/H]",,4.44,,5.4534
"Kepler-1993",1.37,-0.040,"[Fe/H]",,3.60,,0.0333
"Kepler-1249",1.04,-0.140,"[Fe/H]",,4.49,,0.7647
"HD 98219",1.30,-0.020,"[Fe/H]",1.049,3.50,4.000,
"Kepler-1877",0.90,-0.180,"[Fe/H]",,4.56,,1.6358
"Kepler-1464",0.77,-0.420,"[Fe/H]",,4.39,,0.4395
"Kepler-402",1.14,-0.220,"[Fe/H]",,4.33,,0.3279
"Kepler-110",1.02,-0.160,"[Fe/H]",,4.02,,2.0826
"Kepler-520",1.13,0.070,"[Fe/H]",,4.47,,1.8312
"Kepler-877",0.86,-0.020,"[Fe/H]",,4.50,,1.1969
"HD 205739",1.24,0.210,"[Fe/H]",,4.40,,
"Kepler-623",1.01,0.140,"[Fe/H]",,4.51,,4.2829
"Kepler-1022",0.57,-0.440,"[Fe/H]",,4.66,,6.6171
"Kepler-169",0.85,0.260,"[Fe/H]",,4.42,,2.6235
"Kepler-223",0.90,-0.220,"[Fe/H]",,4.39,,0.0092
"Kepler-232",1.05,0.070,"[Fe/H]",,4.52,,1.0229
"Kepler-1307",1.05,-0.160,"[Fe/H]",,4.41,,2.3779
"Kepler-1485",1.07,0.040,"[Fe/H]",,4.40,,0.2449
"Kepler-32",0.52,0.040,"[Fe/H]",,4.76,,5.1077
"Kepler-21",,,,0.688,,,
"Kepler-531",0.78,-0.030,"[Fe/H]",,4.58,7.760,
"Kepler-734",,,,0.301,,,
"Kepler-1083",,,,,,,
"51 Eri",,0.130,"[Fe/H]",,4.08,,
"Kepler-121",,,,-0.532,,,
"HD 24040",1.10,0.197,"[Fe/H]",,4.20,,
"Kepler-107",,,,0.344,,,
"Kepler-942",0.81,0.090,"[Fe/H]",,4.59,4.170,
"Kepler-122",0.99,-0.160,"[Fe/H]",,4.28,,2.1055
"Kepler-1893",0.86,,,,4.32,13.900,
"Kepler-1118",0.80,-0.160,"[Fe/H]",,4.42,,0.5646
"Kepler-112",0.77,-0.560,"[Fe/H]",,4.36,,1.7551
"Kepler-87",0.98,-0.200,"[Fe/H]",,4.21,,0.4999
"Kepler-330",0.82,-0.100,"[Fe/H]",,4.61,,1.4156
"Kepler-1596",,,,0.458,,,
"Kepler-555",0.88,-0.440,"[Fe/H]",,4.58,,1.1024
"Kepler-1836",1.05,-0.140,"[Fe/H]",,4.47,,1.6052
"HD 116029",,,,1.063,,,
"Kepler-1054",,,,0.342,,,
"Kepler-1446",0.77,0.244,"[M/H]",-0.651,4.65,,3.3751
"Kepler-543",0.75,,,-0.643,4.60,,2.8465
"HD 149143",,,,0.506,,,
"HD 66141",,,,2.130,,,
"Kepler-1413",,,,-0.432,,,
"Kepler-195",,,,-0.367,,,
"Kepler-1257",0.93,0.003,"[M/H]",-0.136,4.42,,1.3626
"Kepler-1642",,,,-0.473,,,
"Kepler-715",,,,0.139,,,
"Kepler-1513",0.94,0.170,"[M/H]",-0.129,4.46,7.000,
"HD 166724",0.83,-0.090,"[Fe/H]",-0.474,4.43,,
"LSPM J2116+0234",0.43,,,-1.631,4.80,,7.5179
"HIP 107773",,,,1.838,,,
"Kepler-1587",,,,0.307,,,
"Kepler-1114",,,,-0.347,,,
"Kepler-920",,,,-0.190,,,
"Kepler-873",,,,0.126,,,
"GJ 3779",0.27,0.000,"[Fe/H]",-2.062,5.05,,
"Kepler-1593",,,,-0.788,,,
"Kepler-329",0.67,,,-0.971,,,
"HAT-P-7",,,,,,,
"Kepler-290",,,,-0.615,,,
"Kepler-609",,,,0.043,,,
"Kepler-10",,,,0.053,,,
"Kepler-54",0.35,-0.400,"[Fe/H]",,4.94,,
"Kepler-1518",1.49,-0.193,"[M/H]",0.691,4.22,,0.5430
"HD 20003",,,,-0.152,,,
"GJ 338",0.69,-0.050,"[Fe/H]",-1.103,4.68,4.000,
"Kepler-1920",1.25,0.210,"[Fe/H]",,4.40,,29.3913
"HD 156846",1.38,0.180,"[Fe/H]",0.620,4.16,2.780,
"Kepler-1907",0.75,-0.160,"[Fe/H]",,4.51,,5.9163
"Kepler-1163",1.22,0.020,"[Fe/H]",,4.26,2.880,
"TOI-628",1.31,0.258,"[Fe/H]",0.394,4.30,1.280,0.7620
"KIC 5437945",1.03,-0.380,"[Fe/H]",,4.16,,0.2112
"Kepler-1890",1.02,-0.160,"[Fe/H]",,4.16,,0.0635
"Kepler-1497",1.00,-0.020,"[Fe/H]",,4.44,,0.9622
"Kepler-256",1.07,0.070,"[Fe/H]",,4.50,,1.5373
"Kepler-326",0.85,0.040,"[Fe/H]",,4.56,4.680,
"Kepler-141",0.84,0.160,"[Fe/H]",,4.57,4.470,
"Kepler-1448",1.04,-0.030,"[M/H]",-0.069,4.53,,1.8841
"HATS-54",1.05,0.370,"[Fe/H]",0.115,4.20,7.960,0.7950
"Kepler-61",0.65,-0.050,"[Fe/H]",,4.67,3.630,
"Kepler-1099",1.01,-0.020,"[Fe/H]",,4.45,3.630,
"Kepler-544",1.21,0.070,"[Fe/H]",,4.41,,0.4924
"Kepler-1050",1.04,-0.080,"[Fe/H]",,4.41,,3.2628
"Kepler-1523",0.97,0.000,"[Fe/H]",,4.46,4.370,
"Kepler-1523",1.02,0.020,"[Fe/H]",,4.52,,3.0834
"Kepler-1117",0.90,-0.120,"[Fe/H]",,4.56,,1.9824
"Kepler-208",1.12,0.020,"[Fe/H]",,4.24,,2.3755
"Kepler-498",1.04,0.020,"[Fe/H]",,4.36,,0.2568
"Kepler-590",1.05,-0.040,"[Fe/H]",,4.45,,0.4838
"Kepler-941",0.99,-0.200,"[Fe/H]",,4.46,,0.1136
"Kepler-315",0.88,-0.260,"[Fe/H]",,4.38,,0.0620
"Kepler-119",0.93,-0.100,"[Fe/H]",,4.57,,1.3711
"Kepler-532",0.87,0.000,"[Fe/H]",,4.58,2.000,
"HD 147513",1.10,0.090,"[Fe/H]",-0.033,4.54,1.000,
"Kepler-526",1.13,0.480,"[Fe/H]",,4.29,,0.7547
"Kepler-317",0.98,0.260,"[Fe/H]",,4.49,,2.1595
"Kepler-385",1.09,-0.080,"[Fe/H]",,4.35,,4.6429
"Kepler-156",0.84,0.254,"[M/H]",-0.440,4.57,,2.3974
"Kepler-1275",1.07,-0.120,"[Fe/H]",,4.40,,3.1737
"Kepler-350",1.00,-0.320,"[Fe/H]",,4.25,,0.4985
"Kepler-585",0.99,0.100,"[Fe/H]",,4.30,,0.8828
"Kepler-711",0.84,-0.040,"[Fe/H]",,4.56,4.370,
"Kepler-770",1.81,0.400,"[Fe/H]",,3.32,,0.6488
"Kepler-1143",0.67,-0.400,"[Fe/H]",,4.59,,1.3154
"Kepler-1017",0.93,0.040,"[Fe/H]",,4.53,2.950,
"Kepler-83",,,,,,,
"Kepler-124",0.72,-0.540,"[Fe/H]",,4.66,,0.4462
"Kepler-896",0.88,-0.160,"[Fe/H]",,4.57,,0.3788
"Kepler-179",0.85,-0.160,"[Fe/H]",,4.60,,3.1639
"Kepler-320",1.08,-0.300,"[Fe/H]",,4.44,,0.3108
"Kepler-769",1.07,-0.180,"[Fe/H]",,4.46,,0.0665
"Kepler-1352",1.02,-0.280,"[Fe/H]",,4.34,,1.2967
"HATS-55",1.20,0.108,"[Fe/H]",0.229,4.41,0.400,1.1790
"Kepler-1809",0.79,-0.060,"[Fe/H]",,4.60,,42.4193
"Kepler-166",0.82,-0.280,"[Fe/H]",,4.59,,2.4530
"Kepler-1723",0.96,-0.300,"[Fe/H]",,4.41,,0.2923
"Kepler-669",1.16,0.100,"[Fe/H]",,4.42,,0.6716
"Kepler-98",0.96,0.120,"[Fe/H]",,4.40,8.320,
"Kepler-1293",1.23,0.260,"[Fe/H]",,4.34,,0.6392
"Kepler-862",0.88,0.040,"[Fe/H]",,4.54,4.790,
"Kepler-989",0.83,0.160,"[Fe/H]",,4.44,,20.0248
"Kepler-1773",1.11,0.080,"[Fe/H]",,4.32,,18.1350
"Kepler-1583",1.00,-0.040,"[Fe/H]",,4.53,,1.2373
"HD 147018",0.96,,,-0.149,4.48,,1.6763
"Kepler-889",1.09,,,0.383,4.15,,0.4969
"Kepler-1518",1.06,-0.340,"[Fe/H]",,4.21,,0.0197
"Kepler-586",0.90,,,,4.58,0.800,
"Kepler-1368",1.07,0.100,"[Fe/H]",,4.40,3.470,
"Kepler-198",0.97,0.040,"[Fe/H]",,4.49,3.720,
"Kepler-1178",0.53,-1.420,"[Fe/H]",,4.73,,4.9685
"Kepler-207",1.06,-0.020,"[Fe/H]",,4.38,,0.8400
"Kepler-1128",0.94,0.040,"[Fe/H]",,4.50,4.570,
"Kepler-440",0.48,-0.300,"[Fe/H]",,4.77,,1.7009
"KOI-1599",,,,,4.45,,
"Kepler-596",,,,,,,
"Kepler-1889",0.85,-0.300,"[Fe/H]",,4.54,,0.0497
"Kepler-760",0.92,0.240,"[Fe/H]",,4.30,,5.3295
"Kepler-496",,,,-0.429,,,
"Kepler-288",,,,0.008,,,
"Kepler-54",0.52,,,-1.296,4.71,,5.0392
"Kepler-1485",1.07,0.040,"[Fe/H]",,4.40,,0.2449
"Kepler-303",0.64,,,-1.066,,,
"KOI-351",,,,0.250,,,
"Kepler-676",0.56,,,-1.295,4.68,,4.4197
"Kepler-26",0.55,-0.080,"[Fe/H]",,4.73,,4.5693
"psi1 Dra",,,,0.326,,,
"Kepler-1517",,,,0.873,,,
"HD 218566",0.85,0.380,"[Fe/H]",-0.452,4.81,8.500,
"Kepler-944",,,,-0.088,,,
"HD 77338",,,,-0.150,,,
"Kepler-93",,,,,,,
"WASP-3",1.24,,,,,,
"Kepler-911",,,,0.641,,,
"HD 142245",1.69,0.230,"[Fe/H]",1.130,3.30,2.300,
"HD 214823",1.22,0.170,"[Fe/H]",0.638,4.05,2.700,
"Kepler-1146",,,,-0.709,,,
"Kepler-846",,,,-0.222,,,
"HD 141937",1.10,0.100,"[Fe/H]",-0.026,4.25,1.000,
"Kepler-914",,,,0.231,,,
"Kepler-404",,,,-0.345,,,
"Kepler-623",,,,-0.328,,,
"Kepler-1772",0.99,,,0.472,3.90,,0.2236
"Kepler-504",0.41,,,-1.577,4.81,,7.9302
"Kepler-958",0.96,0.106,"[M/H]",-0.282,4.61,,2.5984
"HD 106515",,,,-0.158,,,
"Kepler-301",,,,-0.094,,,
"Kepler-334",,,,0.050,,,
"75 Cet",,,,1.749,,,
"HN Lib",0.29,,,-2.019,4.91,,13.2361
"Kepler-1196",,,,-0.092,,,
"CoRoT-36",1.34,,,0.813,3.96,,0.2373
"TOI-942",0.29,,,-2.129,4.91,,13.5940
"HD 19994",,,,0.618,,,
"Kepler-871",,,,0.269,,,
"HD 221585",,,,0.463,,,
"Kepler-264",,,,0.638,,,
"Kepler-862",0.80,-0.040,"[Fe/H]",,4.46,,1.5599
"Kepler-331",0.74,0.030,"[Fe/H]",,4.62,3.240,
"Kepler-1336",0.95,-0.195,"[M/H]",0.421,3.90,,0.2219
"Kepler-1951",,-0.296,"[Fe/H]",,4.40,,
"Kepler-1985",0.92,0.100,"[Fe/H]",,4.49,,8.2635
"Kepler-310",0.89,-0.300,"[Fe/H]",,4.53,,0.5251
"Kepler-1367",0.57,-0.100,"[Fe/H]",,4.72,,3.3555
"Kepler-1442",1.34,0.260,"[Fe/H]",,4.25,1.700,
"Kepler-592",1.04,-0.030,"[Fe/H]",,4.42,3.890,
"HD 207832",1.05,0.140,"[Fe/H]",-0.110,,1.360,
"HIP 8541",1.17,-0.150,"[Fe/H]",,2.70,,
"Kepler-371",0.93,-0.200,"[Fe/H]",,4.46,5.500,
"Kepler-464",1.13,0.220,"[Fe/H]",,4.11,,0.2304
"Kepler-312",1.20,0.210,"[Fe/H]",,4.43,,4.4178
"Kepler-1020",0.87,0.000,"[Fe/H]",,4.57,3.630,
"Kepler-1305",0.99,-0.100,"[Fe/H]",,4.53,,0.2845
"Kepler-178",0.86,-0.180,"[Fe/H]",,4.34,,2.3220
"Kepler-96",1.00,0.020,"[Fe/H]",,4.53,,2.6166
"Kepler-150",0.96,-0.140,"[Fe/H]",,4.48,,2.2471
"Kepler-1192",1.02,0.000,"[Fe/H]",,4.52,,2.3817
"HD 93083",,0.090,"[N/H]",,4.32,,
"Kepler-550",0.75,-0.240,"[Fe/H]",,4.50,,1.2838
"Kepler-149",0.85,-0.200,"[Fe/H]",,4.53,,4.8560
"Kepler-60",,,,,4.13,,
"Kepler-1871",1.02,0.120,"[Fe/H]",,4.50,,1.1394
"Kepler-150",0.96,-0.140,"[Fe/H]",,4.48,,2.2471
"HD 224538",1.34,0.270,"[Fe/H]",,4.19,,
"Kepler-1396",1.09,-0.140,"[Fe/H]",,4.45,,3.0855
"Kepler-1548",0.99,0.050,"[Fe/H]",,4.46,4.370,
"HD 290327",0.97,-0.140,"[M/H]",-0.137,4.48,,1.6531
"Kepler-419",1.29,,,0.727,4.01,,0.2792
"HD 219077",0.81,-0.130,"[Fe/H]",0.443,4.00,,
"Kepler-1825",0.83,0.072,"[M/H]",-0.532,4.65,,3.2022
"Kepler-639",,,,0.443,,,
"Kepler-1843",0.93,-0.200,"[Fe/H]",,3.96,,0.3686
"Kepler-1628",0.59,0.210,"[Fe/H]",,4.67,,4.3135
"Kepler-1675",1.14,0.120,"[Fe/H]",,4.42,,1.4266
"Kepler-167",0.80,-0.020,"[Fe/H]",,4.61,2.570,
"Kepler-950",0.87,-0.460,"[Fe/H]",,4.58,,3.3628
"Kepler-618",1.05,-0.080,"[Fe/H]",,4.45,,0.1480
"Kepler-813",1.05,-0.100,"[Fe/H]",,4.49,,1.9862
"Kepler-1995",0.85,0.480,"[Fe/H]",,4.43,,14.0076
"Kepler-84",1.00,-0.140,"[Fe/H]",,4.42,,1.8394
"Kepler-516",1.45,-0.060,"[Fe/H]",,4.12,,0.1867
"Kepler-114",0.77,0.070,"[Fe/H]",,4.62,2.690,
"Kepler-657",1.00,-0.160,"[Fe/H]",,4.52,,0.5704
"HD 210702",,,,1.121,,,
"Kepler-288",0.93,-0.220,"[Fe/H]",,4.35,,1.5433
"Kepler-1511",1.33,-0.120,"[Fe/H]",,4.11,,0.0019
"Kepler-679",0.81,-0.420,"[Fe/H]",,4.59,,0.4993
"Kepler-288",0.93,-0.220,"[Fe/H]",,4.35,,1.5433
"Kepler-1441",1.11,0.160,"[Fe/H]",,3.92,,0.7478
"mu Leo",,0.271,"[M/H]",,,,
"Kepler-178",0.89,0.180,"[Fe/H]",,4.32,,4.0489
"Kepler-1988",,-0.182,"[M/H]",,,,
"Kepler-297",1.04,-0.120,"[Fe/H]",,4.42,,1.5035
"Kepler-589",0.83,-0.020,"[Fe/H]",,4.43,,2.3389
"Kepler-173",,,,0.036,,,
"Kepler-1950",0.76,-0.340,"[Fe/H]",,4.46,,5.1578
"Kepler-1622",1.24,0.173,"[M/H]",0.373,4.31,,0.8223
"Kepler-1134",,,,-0.443,,,
"Kepler-1168",0.87,0.130,"[Fe/H]",,4.56,4.270,
"HD 1397",0.96,-0.020,"[M/H]",0.647,3.68,,0.1062
"Kepler-1977",0.75,-0.040,"[Fe/H]",,4.61,,2.1773
"Kepler-1758",1.03,0.160,"[Fe/H]",,4.04,,0.4272
"Kepler-378",0.78,0.050,"[Fe/H]",,4.61,3.240,
"16 Cyg",1.03,0.060,"[M/H]",0.097,4.35,,1.0110
"Kepler-1994",0.82,-0.120,"[Fe/H]",,4.42,,1.2969
"Kepler-158",0.66,-0.240,"[Fe/H]",,4.61,,0.5092
"Kepler-600",0.88,-0.060,"[Fe/H]",,4.59,,0.5209
"Kepler-296",0.52,,,,4.75,13.900,
"HD 4313",,,,1.161,,,
"Kepler-1148",0.72,-0.180,"[Fe/H]",,4.54,,8.4152
"Kepler-1575",1.00,-0.180,"[Fe/H]",,4.52,,2.6189
"Kepler-1454",,,,,,,
"Kepler-1742",0.94,-0.180,"[Fe/H]",,4.55,,25.4531
"Kepler-1126",,,,-0.115,,,
"GJ 180",,,,,,,
"HD 8574",1.09,-0.010,"[Fe/H]",,4.17,,
"Kepler-1295",,,,-0.285,,,
"Kepler-1647",,,,0.644,,,
"DMPP-4",1.22,-0.030,"[M/H]",0.431,4.24,,0.6408
"HD 221585",0.97,0.295,"[M/H]",0.462,3.89,,0.2160
"Kepler-1210",,,,-0.166,,,
"GJ 682",0.31,,,-2.000,,,
"TOI-500",0.70,,,-0.700,4.53,,2.3223
"Kepler-1192",,,,-0.122,,,
"HD 12484",1.05,0.090,"[M/H]",0.021,4.46,,1.4689
"Kepler-958",,,,-0.286,,,
"GJ 317",0.42,-0.554,"[M/H]",-1.687,4.80,,7.6477
"Kepler-1053",0.69,0.037,"[M/H]",-0.895,4.70,,4.2258
"Kepler-942",,,,-0.626,,,
"Kepler-1400",0.80,,,-0.578,4.64,,3.1498
"Kepler-988",0.62,,,-1.047,4.62,,3.3806
"Kepler-1669",,,,-0.842,,,
"Kepler-1506",,,,0.446,,,
"Kepler-1505",0.99,-0.263,"[M/H]",0.149,4.23,,0.6905
"HD 4313",1.72,0.140,"[Fe/H]",1.149,3.40,2.000,
"HATS-38",0.89,-0.102,"[Fe/H]",0.072,4.30,11.890,
"Kepler-1651",0.52,-0.160,"[Fe/H]",-1.368,,,4.1000
"Kepler-1525",0.98,0.294,"[M/H]",-0.011,4.38,,1.1799
"Kepler-114",,,,-0.711,,,
"GJ 414",0.54,0.080,"[Fe/H]",-1.319,,11.200,
"Kepler-514",0.49,,,-1.540,4.75,,5.9204
"Kepler-1436",,,,0.794,,,
"GJ 674",0.35,,,-1.699,,,
"Kepler-513",1.06,,,0.079,4.41,,1.2622
"Kepler-408",,,,0.285,,,
"Kepler-1051",1.33,-0.174,"[M/H]",0.524,4.24,,0.6253
"Kepler-25",1.26,0.110,"[Fe/H]",0.422,4.29,2.750,0.7330
"Kepler-918",,,,-0.050,,,
"Kepler-1131",,,,-0.041,,,
"Kepler-651",0.89,-0.200,"[Fe/H]",,4.53,,1.4110
"Kepler-278",1.13,0.190,"[Fe/H]",,3.62,7.760,
"Kepler-1809",0.79,-0.060,"[Fe/H]",,4.60,,42.4193
"Kepler-303",0.52,-0.360,"[Fe/H]",,4.74,,5.2835
"Kepler-349",1.00,-0.140,"[Fe/H]",,4.52,,2.8443
"Kepler-282",0.97,-0.380,"[Fe/H]",,4.53,,0.9431
"Kepler-1547",0.98,-0.260,"[Fe/H]",,4.41,,4.3645
"Kepler-870",1.06,-0.160,"[Fe/H]",,4.47,,0.8578
"Kepler-1313",0.85,-0.360,"[Fe/H]",,3.92,,10.7900
"Kepler-493",1.36,0.110,"[Fe/H]",,4.19,2.000,
"Kepler-391",1.31,0.020,"[Fe/H]",,3.74,,0.0936
"Kepler-318",,0.145,"[Fe/H]",,4.15,,
"14 Her",1.07,0.460,"[Fe/H]",-0.155,4.51,5.240,
"Kepler-490",1.24,0.070,"[Fe/H]",,4.39,,0.8843
"Kepler-146",0.99,-0.300,"[Fe/H]",,4.38,,1.3913
"Kepler-1718",0.78,-0.440,"[Fe/H]",,4.34,,1.7171
"Kepler-109",1.09,-0.020,"[Fe/H]",,,6.200,
"Kepler-1214",0.79,-0.060,"[Fe/H]",,4.48,,13.4976
"HD 141937",1.07,0.130,"[Fe/H]",0.063,4.45,,
"Kepler-1210",0.87,-0.320,"[Fe/H]",,4.52,,3.0929
"Kepler-399",0.71,-0.820,"[Fe/H]",,4.62,,3.0241
"Kepler-414",0.89,0.020,"[Fe/H]",,4.44,,1.0751
"WASP-189",2.03,0.290,"[Fe/H]",,3.90,0.730,
"Kepler-616",1.06,-0.020,"[Fe/H]",,4.48,,2.4467
"Kepler-762",1.12,-0.120,"[Fe/H]",,4.43,,0.7765
"Kepler-1542",0.94,0.060,"[Fe/H]",,4.41,8.510,
"Kepler-929",0.76,-0.640,"[Fe/H]",,4.49,,0.5229
"Kepler-338",1.14,-0.070,"[Fe/H]",,4.01,,0.1282
"Kepler-1615",1.03,-0.060,"[Fe/H]",,4.45,,0.0111
"Kepler-179",0.86,-0.140,"[Fe/H]",,4.60,,0.8723
"Kepler-1397",0.87,-0.380,"[Fe/H]",,4.46,,0.3359
"Kepler-1219",1.04,0.026,"[M/H]",0.926,3.54,,0.0617
"Kepler-1565",,,,-0.623,,,
"GJ 27.1",0.46,,,-1.301,,,
"Kepler-544",1.21,-0.280,"[M/H]",0.529,4.13,,0.4406
"Kepler-886",1.10,-0.010,"[Fe/H]",,4.35,3.390,
"Kepler-1448",0.95,-0.160,"[Fe/H]",,4.49,3.550,
"Kepler-272",0.78,-0.160,"[Fe/H]",,4.47,,1.2743
"Kepler-1384",0.81,0.200,"[Fe/H]",,4.48,,1.1547
"Kepler-861",0.85,0.140,"[Fe/H]",,4.52,,7.4490
"Kepler-1286",1.00,0.030,"[Fe/H]",,4.45,4.170,
"Kepler-198",0.95,-0.120,"[Fe/H]",,4.55,,2.0626
"Kepler-1295",0.92,-0.060,"[Fe/H]",,4.56,,4.1898
"Kepler-1632",0.84,-0.760,"[Fe/H]",,4.55,,7.8593
"HD 171238",0.96,0.200,"[Fe/H]",-0.090,,7.560,
"Kepler-123",1.01,-0.160,"[Fe/H]",,4.27,,1.2826
"Kepler-1067",0.91,-0.140,"[Fe/H]",,4.56,,4.5639
"Kepler-1137",,,,0.739,,,
"Kepler-464",,,,0.468,,,
"Kepler-1050",1.04,-0.080,"[Fe/H]",,4.41,,3.2628
"Kepler-546",0.98,-0.020,"[Fe/H]",,4.27,,1.7023
"Kepler-1233",1.16,0.020,"[Fe/H]",,4.30,2.880,
"Kepler-235",0.51,-0.360,"[Fe/H]",,4.78,,3.8004
"Kepler-1090",0.80,-0.140,"[Fe/H]",,4.43,,2.6726
"Kepler-426",,-0.188,"[Fe/H]",,4.50,,
"Kepler-240",,0.089,"[Fe/H]",,4.75,,
"Kepler-1894",1.00,0.000,"[Fe/H]",,4.53,,2.8523
"Kepler-1955",1.07,0.160,"[Fe/H]",,4.28,,2.6473
"Kepler-350",1.00,-0.320,"[Fe/H]",,4.25,,0.9491
"Kepler-230",,,,-0.380,,,
"Kepler-998",1.02,-0.120,"[Fe/H]",,4.51,,5.8011
"Kepler-87",0.97,-0.180,"[Fe/H]",,3.96,,0.2778
"Kepler-772",0.98,0.111,"[M/H]",0.475,3.89,,0.2157
"Kepler-256",1.07,0.070,"[Fe/H]",,4.50,,1.8792
"Kepler-1314",0.58,-0.220,"[Fe/H]",,4.66,,38.1066
"Kepler-1052",0.94,-0.220,"[Fe/H]",,4.55,,1.4119
"Kepler-157",1.03,,,,4.52,0.300,
"Kepler-354",0.70,-0.040,"[Fe/H]",,4.59,,2.6427
"Kepler-1616",1.21,0.020,"[Fe/H]",,4.26,2.750,
"Kepler-1329",0.64,-0.200,"[Fe/H]",,4.62,,4.9409
"Kepler-1350",,,,,,,
"bet Pic",1.79,,,,,,
"Kepler-217",1.43,0.210,"[Fe/H]",,4.28,,1.9477
"Kepler-495",0.89,0.180,"[Fe/H]",,4.31,,1.9018
"Kepler-1469",0.88,-0.100,"[Fe/H]",,4.58,,3.2266
"Kepler-294",1.03,-0.020,"[Fe/H]",,4.50,,2.1743
"HD 126614",1.14,0.500,"[Fe/H]",,4.25,,
"HIP 83020 A",,,,,,,
"TOI-615",1.45,-0.100,"[Fe/H]",0.768,4.20,1.700,0.2760
"HD 27894",,,,,,,
"Kepler-423",0.85,-0.100,"[M/H]",,4.41,11.000,1.3980
"HD 95086",1.60,,,,,0.013,
"HD 158996",,,,,,,
"HD 114783",0.85,0.090,"[Fe/H]",-0.411,4.27,7.000,
"CoRoT-6",1.05,-0.200,"[Fe/H]",,4.42,2.500,1.3100
"Kepler-213",0.98,,,,4.55,0.400,
"Kepler-80",0.76,0.070,"[Fe/H]",,4.62,2.880,
"Kepler-936",0.92,0.050,"[Fe/H]",,4.51,4.570,
"HD 47186",1.00,0.210,"[Fe/H]",0.066,4.21,6.500,
"HD 106515",0.86,0.030,"[Fe/H]",-0.246,,8.400,
"Kepler-1218",1.06,-0.020,"[Fe/H]",,4.38,3.800,
"Kepler-1268",1.06,0.050,"[Fe/H]",,4.38,4.270,
"TOI-5398",,,,,4.44,,
"Kepler-301",0.94,-0.180,"[Fe/H]",,4.52,,2.2905
"Kepler-1672",0.94,-0.460,"[Fe/H]",,4.23,,2.0638
"Kepler-296",0.39,-0.080,"[Fe/H]",,4.87,,8.2599
"Kepler-610",1.01,0.070,"[Fe/H]",,4.54,,3.1783
"HD 220842",,,,0.357,,,
"Kepler-406",,,,0.019,,,
"Kepler-77",0.95,0.200,"[Fe/H]",,4.42,,1.6080
"Kepler-1184",1.08,,,0.065,4.45,,1.4173
"Kepler-1076",0.81,0.000,"[Fe/H]",,4.60,,0.6399
"GJ 3929",0.31,,,-1.919,4.90,,12.4959
"Kepler-1519",0.97,-0.200,"[Fe/H]",,4.53,,0.2922
"Kepler-1791",0.98,-0.060,"[Fe/H]",,4.29,,0.4064
"Kepler-1020",0.78,-0.360,"[Fe/H]",,4.64,,3.5473
"Kepler-1090",0.80,-0.140,"[Fe/H]",,4.43,,0.0857
"Kepler-767",0.96,-0.200,"[Fe/H]",,4.54,,32.3173
"Kepler-107",1.14,0.270,"[Fe/H]",,4.19,,0.5545
"Kepler-771",1.05,-0.040,"[Fe/H]",,4.49,,0.7348
